User Question,Labrador_retriever,Golden_retriever,German_shepherd,French_bulldog,Chihuahua,beagle,Siberian_husky,boxer,Border_collie,Shih-Tzu
thân thiện với thú cưng khác lý tưởng tôi muốn một chú chó thân thiện với trẻ em.,1,1,0,0,0,1,0,0,1,1
dễ bảo quản bảo vệ tốt tôi cần tìm một giống chó thích nghi tốt với thay đổi khí hậu.,0,0,1,0,0,0,0,1,0,0
loài chó nào thích các hoạt động và ít rụng lông và phù hợp để sống cùng người già và không gây ồn?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ dễ nuôi chó nào có thể sống tốt ở khu vực khí hậu nhiệt đới?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ chó nào có thể sống chung với các động vật khác và không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
loài chó nào thích các hoạt động và phù hợp với vùng khí hậu lạnh và sống ngoài trời?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ bảo vệ tốt chó nào nhỏ và dễ chăm sóc?,0,0,1,0,0,0,0,1,0,0
ít rụng lông tốt nhất loài chó nào không quá lớn nhưng vẫn có khả năng bảo vệ tốt?,0,0,1,0,0,0,0,1,0,0
không gây dị ứng lý tưởng loài chó nào có thể làm bạn đồng hành tốt cho người làm việc tại nhà?,0,0,0,0,0,0,0,0,1,0
bảo vệ tốt tôi muốn một chú chó thích nước và có thể đi biển cùng tôi.,0,0,1,0,0,0,0,1,0,0
chó nào năng động và dành cho người mới nuôi và phù hợp để sống cùng người già và không gây ồn ào?,1,0,0,1,0,1,0,1,1,0
có thể sống trong không gian nhỏ hoàn hảo chó nào có tính cách nhẹ nhàng và không quá năng động?,1,0,0,1,0,1,0,1,1,0
dành cho người mới nuôi lý tưởng loài chó nào có tính bảo vệ cao nhưng vẫn thân thiện với người lạ?,1,1,1,0,0,1,0,1,1,1
"không gây dị ứng lý tưởng tôi thích chó nhỏ, có loài nào ít rụng lông không?",0,0,0,1,1,0,0,0,0,1
chó nào lý tưởng và thích nghi tốt và phù hợp với gia đình có trẻ nhỏ và không quá năng động?,1,0,0,1,0,1,0,1,1,0
dễ bảo quản tốt nhất loài chó nào thích nghi với cuộc sống đô thị và ít sủa?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản loài chó nào có thể làm bạn đồng hành tốt cho người làm việc tại nhà?,0,0,0,0,0,0,0,0,1,0
thân thiện với thú cưng khác thích các hoạt động tôi cần một chú chó trầm tĩnh và ít sủa.,1,1,0,0,0,1,0,0,1,1
loài chó nào bảo vệ tốt và thích nghi tốt và phù hợp với người thích đi phượt?,0,0,1,0,0,0,0,1,0,0
chó nào tốt nhất và thích nghi tốt và phù hợp với người thích cuộc sống yên tĩnh và không ồn ào?,1,0,0,0,0,0,0,0,0,0
tôi muốn tìm một chú chó năng động và có thể sống trong không gian nhỏ và phù hợp để bảo vệ nhưng vẫn yêu thương chủ nhân.,1,0,1,1,0,1,0,1,1,0
chó nào bảo vệ tốt và cảnh giác với người lạ và phù hợp để sống với người thích đi dã ngoại cuối tuần?,0,0,1,0,0,0,0,1,0,0
chó nào thích hợp cho gia đình có trẻ nhỏ và phù hợp để làm bạn đồng hành cho người thường xuyên đi công tác?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản phù hợp nhất loài chó nào có tính cách trung thành và bảo vệ chủ nhân?,0,1,1,0,0,0,0,1,0,0
loài chó nào dễ chăm sóc và lý tưởng và phù hợp cho người bận rộn và phù hợp với người bận rộn?,1,0,0,0,0,0,0,0,0,0
thích nghi tốt phù hợp nhất loài chó nào thích hợp với người muốn một thú cưng trung thành và yêu thương?,0,1,0,0,0,0,0,0,0,0
dễ bảo quản bảo vệ tốt có giống chó nào không sủa nhiều và dễ sống trong căn hộ không?,0,0,1,0,0,0,0,1,0,0
có thể sống trong không gian nhỏ tôi cần tìm một giống chó thích nghi với khí hậu nóng và không cần nhiều chăm sóc lông.,1,0,0,0,0,0,0,0,0,0
"có thể sống trong không gian nhỏ hoàn hảo loài chó nào thân thiện với động vật khác trong nhà, như mèo?",1,1,0,0,1,1,0,0,1,1
loài chó nào dễ chăm sóc và bảo vệ tốt và có thể sống trong không gian nhỏ và phù hợp với người bận rộn?,0,0,1,0,0,0,0,1,0,0
không gây dị ứng tốt nhất tôi muốn tìm một chú chó thích chơi ném bóng và rất năng động.,1,0,0,1,0,1,0,1,1,0
"ít rụng lông phù hợp nhất loài chó nào thân thiện với động vật khác trong nhà, như mèo?",1,1,0,0,1,1,0,0,1,1
thân thiện với thú cưng khác phù hợp nhất tôi muốn tìm một giống chó trung thành và có khả năng bảo vệ gia đình.,1,1,1,0,0,1,0,1,1,1
phù hợp cho người bận rộn lý tưởng loài chó nào có thể sống tốt trong môi trường đô thị và không sợ tiếng ồn?,1,0,0,0,0,0,0,0,0,0
chó nào thích hợp cho gia đình có trẻ nhỏ và phù hợp với gia đình và thích hợp cho gia đình có trẻ nhỏ và phù hợp với người thích vận động và đi bộ đường dài?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn thân thiện loài chó nào thích nghi với cuộc sống đô thị và ít sủa?,1,1,0,0,0,1,0,0,1,1
không gây dị ứng phù hợp với gia đình chó nào có thể đồng hành cùng người thích đi bơi và các hoạt động nước?,1,0,0,0,0,0,0,0,0,0
chó nào ít cần chăm sóc và thích hợp cho gia đình có trẻ nhỏ và phù hợp để sống cùng với mèo?,1,0,0,0,0,0,0,0,0,0
chó nào phù hợp để sống ở khu vực núi lạnh giá và tuyết phủ?,0,0,0,0,0,0,1,0,0,0
loài chó nào thích các hoạt động và không gây dị ứng và phù hợp với người yêu thích làm vườn và hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ thân thiện chó nào chịu lạnh tốt và ít cần chăm sóc lông?,1,1,1,0,0,1,1,0,1,1
phù hợp cho người bận rộn thân thiện tôi muốn một chú chó có tính cách nhẹ nhàng nhưng vẫn có khả năng cảnh báo tốt.,1,1,0,0,0,1,0,0,1,1
"thân thiện với thú cưng khác năng động tôi cần tìm một giống chó nhỏ, dễ chăm sóc và thân thiện với người lớn tuổi.",1,1,0,1,1,1,0,1,1,1
chó nào thân thiện và dành cho người mới nuôi và phù hợp với người thích yên tĩnh và không thích ồn ào?,1,1,0,0,0,1,0,0,1,1
chó nào có thể sống tốt cả ở trong nhà lẫn ngoài trời và năng động và dễ bảo quản và phù hợp với khí hậu lạnh?,1,0,0,1,1,1,0,1,1,1
cảnh giác với người lạ ít cần chăm sóc tôi cần một chú chó trầm tĩnh và ít sủa.,1,0,0,0,0,0,0,0,0,0
chó nào hoàn hảo và cảnh giác với người lạ và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
chó nào ít cần chăm sóc và thích hợp cho gia đình có trẻ nhỏ và phù hợp để sống ở khu vực núi lạnh giá và tuyết phủ?,1,0,0,0,0,0,1,0,0,0
Chó nào phù hợp với người thích vận động và đi bộ đường dài?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn bảo vệ tốt tôi cần tìm một giống chó có thể sống tốt trong thời tiết nóng.,0,0,1,0,0,0,0,1,0,0
chó nào thích các hoạt động và phù hợp với người thích đi bộ hàng ngày và cần một bạn đồng hành?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ loài chó nào có thể làm bạn đồng hành cho người thích các hoạt động thể thao?,0,0,0,0,0,0,1,1,0,0
phù hợp cho người bận rộn bảo vệ tốt loài chó nào có thể đồng hành trong các chuyến đi cắm trại?,0,0,1,0,0,0,0,1,0,0
chó nào thích nghi tốt và phù hợp với gia đình và thích nghi tốt và phù hợp để sống cùng người già và không gây ồn ào?,1,0,0,0,0,0,0,0,0,0
chó nào bảo vệ tốt và thích hợp cho gia đình có trẻ nhỏ và phù hợp với người thích yên tĩnh và không cần nhiều hoạt động?,1,0,1,0,0,0,0,1,0,0
loài chó nào có tính cách thân thiện và thân thiện và dành cho người mới nuôi và phù hợp với gia đình có trẻ nhỏ?,1,1,0,0,0,1,0,0,1,1
phù hợp cho người bận rộn tôi muốn tìm một chú chó thông minh và dễ huấn luyện.,0,0,1,0,0,0,0,0,1,0
loài chó nào không sủa nhiều và thích nghi tốt và phù hợp với người mới nuôi thú cưng?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ phù hợp với gia đình tôi cần tìm một giống chó có thể làm bạn đồng hành khi đi bộ đường dài.,1,0,0,0,0,0,0,0,0,0
"Tôi muốn một giống chó nhỏ, không rụng lông và dễ dạy bảo.",1,0,0,1,1,0,0,0,0,1
có thể sống trong không gian nhỏ phù hợp với gia đình tôi muốn tìm một giống chó thông minh và có thể học các trò vui một cách nhanh chóng.,1,0,1,0,0,0,0,0,1,0
dành cho người mới nuôi năng động tôi muốn một chú chó có thể sống tốt trong nhà có nhiều trẻ em.,1,0,0,1,1,1,0,1,1,1
loài chó nào ít rụng lông và hoàn hảo và dễ bảo quản và phù hợp cho người thích sự gọn gàng?,1,0,0,0,0,0,0,0,0,0
chó nào ít cần chăm sóc và không gây dị ứng và phù hợp với gia đình có trẻ nhỏ và thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
ít rụng lông ít cần chăm sóc chó nào nhỏ và dễ chăm sóc?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác bảo vệ tốt tôi muốn một chú chó có thể sống tốt cả trong nhà và ngoài trời.,1,1,1,0,1,1,0,1,1,1
chó nào thích nghi tốt và phù hợp nhất và thích nghi tốt và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
dễ bảo quản loài chó nào có thể sống cùng với mèo mà không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn lý tưởng có giống chó nào chịu nóng tốt và thích hợp với người cao tuổi không?,0,0,0,1,0,1,0,0,0,0
tôi muốn tìm một chú chó bảo vệ tốt và phù hợp cho người bận rộn và phù hợp với cuộc sống bận rộn nhưng vẫn cần sự hiện diện của thú cưng.,0,0,1,0,0,0,0,1,0,0
không gây dị ứng thân thiện tôi muốn tìm một chú chó có lông ngắn và dễ chăm sóc.,1,1,0,0,0,1,0,0,1,1
chó nào có khả năng chịu lạnh mà vẫn hoàn hảo và ít rụng lông và phù hợp với căn hộ nhỏ?,0,0,1,0,0,0,1,0,0,0
"không gây dị ứng hoàn hảo tôi thích chó nhỏ, có loài nào ít rụng lông không?",0,0,0,1,1,0,0,0,0,1
thích nghi tốt phù hợp với gia đình chó nào có thể làm bạn đồng hành đi bộ đường dài và không sợ lạnh?,1,0,0,0,0,0,0,0,0,0
loài chó nào ít rụng lông và thích các hoạt động và thích hợp cho gia đình có trẻ nhỏ và phù hợp cho người thích sự gọn gàng?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng dễ nuôi tôi muốn một chú chó có khả năng thích nghi với các hoạt động ngoài trời và trong nhà.,0,0,0,0,1,0,0,0,0,1
loài chó nào lý tưởng và ít rụng lông và phù hợp để sống cùng người già và không gây ồn?,1,0,0,0,0,0,0,0,0,0
"có thể sống trong không gian nhỏ ít cần chăm sóc tôi muốn tìm một giống chó nhỏ, chịu lạnh tốt và thân thiện với trẻ em.",1,1,1,1,1,1,1,0,1,1
chó nào bảo vệ tốt và phù hợp với người không có kinh nghiệm nuôi chó và muốn học cách chăm sóc thú cưng?,0,0,1,0,0,0,0,1,0,0
cảnh giác với người lạ bảo vệ tốt tôi muốn một chú chó có khả năng cảnh báo nhưng không hung dữ.,0,0,1,0,0,0,0,1,0,0
chó nào bảo vệ tốt và dành cho người mới nuôi và phù hợp để sống ở khu vực núi lạnh giá và tuyết phủ?,0,0,1,0,0,0,1,1,0,0
thích hợp cho gia đình có trẻ nhỏ hoàn hảo chó nào có thể sống tốt trong môi trường thay đổi và không bị căng thẳng?,1,0,0,0,0,0,0,0,0,0
"phù hợp nhất tôi cần một giống chó thông minh, dễ dạy và không cần nhiều chải lông.",1,0,1,0,0,0,0,0,1,0
ít rụng lông bảo vệ tốt chó nào chịu lạnh tốt và ít cần chăm sóc lông?,0,0,1,0,0,0,1,1,0,0
chó nào lý tưởng và dễ bảo quản và phù hợp với người thích tập thể dục vào sáng sớm?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn phù hợp nhất tôi muốn một chú chó thích chơi đùa và không quá lớn.,1,0,0,0,0,0,0,0,0,0
loài chó nào dễ chăm sóc và ít rụng lông và phù hợp với người bận rộn?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi ít cần chăm sóc chó nào có thể sống tốt trong gia đình có nhiều thú cưng khác?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ tốt nhất tôi cần tìm một giống chó dễ dạy và không cần nhiều đồ ăn đặc biệt.,1,0,0,0,0,0,0,0,0,0
thích nghi tốt bảo vệ tốt tôi muốn tìm một chú chó có thể chịu được cả nóng lẫn lạnh.,0,0,1,0,0,0,0,1,0,0
cảnh giác với người lạ loài chó nào có thể sống cùng với mèo mà không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
ít rụng lông thích các hoạt động tôi cần tìm một giống chó có thể canh giữ nhưng không gây nguy hiểm.,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ chó nào có thể sống tốt trong môi trường căn hộ và không cần đi dạo thường xuyên?,1,0,0,0,0,0,0,0,0,0
loài chó nào bảo vệ tốt và dành cho người mới nuôi và phù hợp để sống trong nhà có nhiều không gian và yêu thích chạy nhảy?,0,0,1,0,1,0,0,1,0,1
có thể sống trong không gian nhỏ thân thiện chó nào có thể làm bạn đồng hành đi bộ đường dài và không sợ lạnh?,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi dễ nuôi loài chó nào có thể canh gác và cảnh báo nhưng không quá hung dữ?,0,0,1,0,0,0,0,0,0,0
phù hợp cho người bận rộn bảo vệ tốt chó nào có thể giúp cảnh báo nhưng không quá hung dữ với người lạ?,0,0,1,0,0,0,0,1,0,0
phù hợp cho người bận rộn lý tưởng chó nào có thể sống trong môi trường căn hộ và ít rụng lông?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ hoàn hảo tôi muốn một chú chó có khả năng cảnh báo nhưng không hung dữ.,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ thích các hoạt động tôi cần tìm một chú chó có khả năng bảo vệ nhà cửa nhưng không quá dữ.,0,0,1,0,0,0,0,1,0,0
dễ bảo quản phù hợp với gia đình chó nào ít bị rối lông và dễ vệ sinh?,1,0,0,0,0,0,0,0,0,0
chó nào lý tưởng và thích nghi tốt và phù hợp để đồng hành trong các chuyến leo núi?,1,0,0,0,0,0,0,0,0,0
"tôi cần một giống chó vui vẻ, dễ gần và thân thiện và có thể sống trong không gian nhỏ và phù hợp với gia đình đông trẻ nhỏ.",1,1,0,0,0,1,0,0,1,1
ít rụng lông năng động chó nào có khả năng thích nghi tốt với nhiều loại môi trường khác nhau?,1,0,0,1,0,1,0,1,1,0
dễ bảo quản tốt nhất chó nào có khả năng giữ nhà nhưng không quá hung dữ?,1,0,0,0,0,0,0,0,0,0
ít rụng lông lý tưởng tôi cần tìm một giống chó có thể học các trò vui đơn giản và dễ chơi cùng.,1,0,0,0,0,0,0,0,0,0
loài chó nào bảo vệ tốt và cảnh giác với người lạ và phù hợp để sống trong nhà có nhiều không gian và yêu thích chạy nhảy?,0,0,1,0,1,0,0,1,0,1
phù hợp cho người bận rộn lý tưởng tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,0,0,1,1,1,0,0,0,0,1
không gây dị ứng năng động tôi cần tìm một giống chó không cần nhiều vận động nhưng vẫn thích chơi đùa.,1,0,0,1,0,1,0,1,1,0
thân thiện loài chó nào có thể sống tốt cả trong nhà lẫn ngoài trời và thích nghi với khí hậu lạnh?,1,1,0,0,1,1,0,0,1,1
phù hợp cho người bận rộn lý tưởng tôi muốn tìm một chú chó có lông ngắn và dễ chăm sóc.,1,0,0,0,0,0,0,0,0,0
dễ bảo quản dễ nuôi tôi muốn tìm một giống chó có kích thước vừa phải và không đòi hỏi nhiều thời gian huấn luyện.,1,0,0,0,0,0,0,0,0,0
lý tưởng loài chó nào có thể làm bạn đồng hành đi dã ngoại nhưng không cần nhiều huấn luyện?,1,0,0,0,0,0,0,0,0,0
"ít rụng lông phù hợp nhất tôi thích chó nhỏ, có loài nào ít rụng lông không?",0,0,0,1,1,0,0,0,0,1
chó nào hoàn hảo và thân thiện với thú cưng khác và phù hợp với người muốn thú cưng nhỏ gọn và dễ dạy bảo?,1,1,0,0,1,1,0,0,1,1
tôi cần một chú chó thích hợp cho gia đình có trẻ nhỏ và phù hợp để chạy bộ cùng tôi mỗi sáng.,1,0,0,0,0,0,0,0,0,0
loài chó nào hoàn hảo và thân thiện với thú cưng khác và phù hợp với người thích đi phượt?,1,1,0,0,0,1,0,0,1,1
loài chó nào không sủa nhiều và bảo vệ tốt và dành cho người mới nuôi và phù hợp với người sống trong căn hộ cao tầng?,0,0,1,0,0,0,0,1,0,0
chó nào cảnh giác với người lạ và phù hợp với người thích chạy bộ và cần một người bạn đồng hành?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ lý tưởng tôi muốn tìm một giống chó thông minh và có thể học các trò vui một cách nhanh chóng.,0,0,1,0,0,0,0,0,1,0
cảnh giác với người lạ ít cần chăm sóc tôi muốn tìm một giống chó nhỏ để nuôi trong căn hộ.,0,0,0,1,1,0,0,0,0,1
ít rụng lông bảo vệ tốt tôi muốn một chú chó thích nước và có thể bơi giỏi.,0,0,1,0,0,0,0,1,0,0
không gây dị ứng hoàn hảo tôi muốn tìm một giống chó thông minh và dễ dạy bảo.,1,0,1,0,0,0,0,0,1,0
"tôi muốn tìm một giống chó nhỏ, dễ chăm sóc và ít cần chăm sóc và phù hợp cho người bận rộn và phù hợp với cuộc sống đô thị.",0,0,0,1,1,0,0,0,0,1
phù hợp với gia đình tôi muốn một chú chó có thể sống tốt trong gia đình có trẻ sơ sinh.,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác lý tưởng loài chó nào có tính cách trung thành và bảo vệ chủ?,1,1,1,0,0,1,0,1,1,1
loài chó nào bảo vệ tốt và cảnh giác với người lạ và phù hợp với gia đình có sân vườn và yêu thích các hoạt động thể thao?,1,0,1,0,0,0,1,1,0,0
chó nào không sủa nhiều và dành cho người mới nuôi và phù hợp nhất và dành cho người mới nuôi và phù hợp với không gian sống đô thị?,1,0,0,0,0,0,0,0,0,0
chó nào có thể sống tốt cả ở trong nhà lẫn ngoài trời và thích nghi tốt và phù hợp với gia đình và thích nghi tốt và phù hợp với khí hậu lạnh?,1,0,0,0,1,0,0,0,0,1
có thể sống trong không gian nhỏ phù hợp nhất chó nào có thể làm bạn đồng hành tốt cho người thích sự tĩnh lặng?,1,0,0,0,0,0,0,0,0,0
tôi muốn tìm một chú chó bảo vệ tốt và phù hợp với cuộc sống bận rộn nhưng vẫn cần sự hiện diện của thú cưng.,0,0,1,0,0,0,0,1,0,0
thân thiện với thú cưng khác năng động chó nào có thể sống tốt trong căn hộ nhỏ mà không cần vận động nhiều?,1,1,0,1,0,1,0,1,1,1
có thể sống trong không gian nhỏ lý tưởng tôi muốn một chú chó có tính cách độc lập và không cần chú ý quá nhiều.,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ bảo vệ tốt tôi muốn một chú chó thích chơi đùa và không quá lớn.,0,0,1,0,0,0,0,1,0,0
dành cho người mới nuôi phù hợp với gia đình tôi muốn tìm một chú chó thông minh và dễ huấn luyện.,1,0,1,0,0,0,0,0,1,0
Tôi muốn một chú chó thích nước và có thể đi biển cùng tôi.,1,0,0,0,0,0,0,0,0,0
"tôi cần một giống chó nhỏ, dễ chăm sóc và bảo vệ tốt và thích hợp cho gia đình có trẻ nhỏ và phù hợp với căn hộ.",1,0,1,1,1,0,0,1,0,1
chó nào thân thiện với thú cưng khác và phù hợp nhất và thân thiện với thú cưng khác và phù hợp với người thích đi bộ đường dài và leo núi?,1,1,0,0,0,1,0,0,1,1
cảnh giác với người lạ bảo vệ tốt tôi muốn tìm một chú chó có thể bảo vệ nhưng vẫn yêu thương chủ nhân.,0,0,1,0,0,0,0,1,0,0
"thích nghi tốt năng động chó nào có tính cách vui vẻ, thân thiện và thích hợp cho trẻ nhỏ?",1,1,0,1,0,1,0,1,1,1
phù hợp cho người bận rộn bảo vệ tốt tôi cần tìm một giống chó có thể đi du lịch cùng tôi mà không gặp vấn đề lo âu.,0,0,1,0,0,0,0,1,0,0
chó nào cảnh giác với người lạ và phù hợp nhất và cảnh giác với người lạ và phù hợp với người không có kinh nghiệm nuôi chó và muốn học cách chăm sóc thú cưng?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ thích các hoạt động chó nào không quá lớn nhưng có tính cách dũng cảm?,1,0,0,0,0,0,0,0,0,0
"thân thiện với thú cưng khác ít cần chăm sóc tôi cần một giống chó nhỏ, ít sủa và thân thiện với người lạ.",1,1,0,1,1,1,0,0,1,1
"thích nghi tốt hoàn hảo tôi cần tìm một giống chó nhỏ, không gây dị ứng và thân thiện với trẻ nhỏ.",1,1,0,1,1,1,0,0,1,1
dễ bảo quản hoàn hảo chó nào có thể đồng hành trong các chuyến dã ngoại và thích nghi tốt?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ phù hợp nhất tôi cần tìm một giống chó không quá lớn nhưng có khả năng canh gác.,0,0,1,0,0,0,0,0,0,0
"phù hợp cho người bận rộn ít cần chăm sóc tôi muốn một giống chó nhỏ, không rụng lông và dễ dạy bảo.",1,0,0,1,1,0,0,0,0,1
có thể sống trong không gian nhỏ ít cần chăm sóc tôi muốn tìm một chú chó thông minh và dễ huấn luyện.,0,0,1,0,0,0,0,0,1,0
loài chó nào thích các hoạt động và thích nghi tốt và phù hợp với gia đình có nhiều thế hệ sống chung?,1,0,0,0,0,0,0,0,0,0
loài chó nào dành cho người mới nuôi và phù hợp với người thích đi phượt?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ thân thiện loài chó nào tốt cho gia đình có trẻ nhỏ và dễ chăm sóc?,1,1,0,0,0,1,0,0,1,1
chó nào cảnh giác với người lạ và phù hợp nhất và cảnh giác với người lạ và phù hợp với gia đình có người dị ứng?,1,0,0,0,0,0,0,0,0,0
chó nào tốt nhất và dễ bảo quản và phù hợp với người yêu thích sự yên tĩnh nhưng vẫn muốn có bạn đồng hành?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng phù hợp nhất loài chó nào thân thiện với trẻ em và không cần nhiều không gian?,1,1,0,0,0,1,0,0,1,1
tôi muốn tìm một giống chó thân thiện và ít rụng lông và phù hợp với người thích chạy bộ.,1,1,0,0,0,1,0,0,1,1
có thể sống trong không gian nhỏ bảo vệ tốt loài chó nào không sủa nhiều nhưng vẫn cảnh giác với người lạ?,0,0,1,0,0,0,0,1,0,0
phù hợp cho người bận rộn dễ nuôi tôi cần tìm một chú chó nhỏ nhưng có khả năng bảo vệ tốt.,0,0,1,1,1,0,0,1,0,1
chó nào thích nghi tốt và phù hợp với gia đình và thích nghi tốt và phù hợp để làm bạn đồng hành trong các chuyến đi phượt?,1,0,0,0,0,0,0,0,0,0
chó nào phù hợp cho người bận rộn và phù hợp nhất và phù hợp cho người bận rộn và phù hợp với gia đình có người dị ứng?,1,0,0,0,0,0,0,0,0,0
chó nào năng động và thân thiện với thú cưng khác và phù hợp để làm bạn đồng hành cho người sống một mình?,1,1,0,1,0,1,0,1,1,1
thích hợp cho gia đình có trẻ nhỏ năng động chó nào có khả năng giữ nhà tốt và ít cần huấn luyện?,1,0,0,1,0,1,0,1,1,0
loài chó nào dành cho người mới nuôi và phù hợp nhất và dành cho người mới nuôi và phù hợp để sống cùng người già và không gây ồn?,1,0,0,0,0,0,0,0,0,0
"cảnh giác với người lạ bảo vệ tốt tôi cần tìm một giống chó nhỏ, thích hợp cho căn hộ và ít cần chăm sóc lông.",0,0,1,1,1,0,0,1,0,1
chó nào bảo vệ tốt và dễ bảo quản và phù hợp để sống với người thích đi dã ngoại cuối tuần?,0,0,1,0,0,0,0,1,0,0
chó nào phù hợp với người thích yên tĩnh và không thích ồn ào?,1,0,0,0,0,0,0,0,0,0
loài chó nào năng động và thích nghi tốt và phù hợp với người yêu thích làm vườn và hoạt động ngoài trời?,1,0,0,1,0,1,0,1,1,0
chó nào thân thiện với thú cưng khác và phù hợp với gia đình có trẻ nhỏ và không quá năng động?,1,1,0,1,0,1,0,1,1,1
Loài chó nào thích hợp với người muốn một thú cưng trung thành và yêu thương?,0,1,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ bảo vệ tốt loài chó nào có khả năng thích nghi với môi trường sống đô thị và không quá ồn ào?,1,0,1,0,0,0,0,1,0,0
không gây dị ứng loài chó nào có tính cách độc lập và không cần nhiều chú ý?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ bảo vệ tốt tôi muốn tìm một chú chó có thể sống trong môi trường thay đổi liên tục.,0,0,1,0,0,0,0,1,0,0
chó nào ít cần chăm sóc và dễ bảo quản và phù hợp với gia đình có trẻ nhỏ và thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn hoàn hảo tôi cần tìm một chú chó không sợ tiếng ồn và có thể sống trong khu vực đông đúc.,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi phù hợp với gia đình tôi cần tìm một giống chó dễ dạy và không cần nhiều đồ ăn đặc biệt.,1,0,0,0,0,0,0,0,0,0
chó nào hoàn hảo và phù hợp cho người bận rộn và phù hợp để làm bạn đồng hành cho người sống một mình?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi dễ nuôi tôi muốn tìm một chú chó thích chơi ném bóng và rất năng động.,1,0,0,1,0,1,0,1,1,0
ít rụng lông phù hợp nhất loài chó nào có thể thích nghi với môi trường sống thay đổi liên tục?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác phù hợp với gia đình loài chó nào có thể đồng hành trong các chuyến đi cắm trại?,1,1,0,0,0,1,0,0,1,1
phù hợp cho người bận rộn bảo vệ tốt tôi muốn tìm một chú chó có lông ngắn và dễ chăm sóc.,0,0,1,0,0,0,0,1,0,0
ít rụng lông dễ nuôi chó nào có khả năng thích nghi tốt với nhiều loại môi trường khác nhau?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ hoàn hảo chó nào có khả năng giữ nhà tốt và ít cần huấn luyện?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng ít cần chăm sóc loài chó nào có thể sống tốt ở khu vực nhiệt đới và ít gặp vấn đề về sức khỏe?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi thích các hoạt động chó nào có thể sống tốt ở khu vực khí hậu nhiệt đới?,1,0,0,0,0,0,0,0,0,0
ít rụng lông tôi muốn tìm một chú chó có thể canh giữ nhưng không quá ồn ào.,1,0,0,0,0,0,0,0,0,0
chó nào dễ bảo quản và phù hợp nhất và dễ bảo quản và phù hợp với căn hộ và ít cần vận động?,1,0,0,0,0,0,0,0,0,0
chó nào ít rụng lông và phù hợp với gia đình và ít rụng lông và phù hợp với người muốn một thú cưng năng động nhưng ít rụng lông?,1,0,0,1,0,1,0,1,1,0
phù hợp cho người bận rộn tôi muốn tìm một giống chó có tính cách năng động và thích chơi đùa.,1,0,0,1,0,1,0,1,1,0
loài chó nào thân thiện với động vật khác và có thể sống trong không gian nhỏ và phù hợp với môi trường đa thú cưng?,1,1,0,0,0,1,0,0,1,1
